ID,Species,Aquaculture,Climate_Change,Conflict,Crops,Dams_Water,Fire,Fishing,Geo_Event,Hunting,Inv_Disease,Livestock,Logging,Other_Develop,Plantations,Pollution,Rec_Work
997,Vespadelus vulturnus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,Equus africanus,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
999,Equus grevyi,0,0,0,1,1,0,0,0,1,1,2,0,1,0,0,0
1000,Equus hemionus,0,1,0,2,1,0,0,0,2,1,2,0,2,0,0,1
1001,Equus kiang,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1002,Equus zebra,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0
1003,Eremitalpa granti,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0
1004,Eremodipus lichtensteini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,Erethizon dorsatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,Erignathus barbatus,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1007,Eropeplus canus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,Erophylla sezekorni,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1009,Eschrichtius robustus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1010,Eubalaena australis,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1011,Euchoreutes naso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,Euderma maculatum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1013,Eudiscopus denticulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,Eulemur coronatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,Eulemur mongoz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,Eulemur rubriventer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,Eulemur albifrons,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
1018,Eulemur cinereiceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,Eulemur collaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,Eulemur fulvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,Eulemur rufus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,Eulemur sanfordi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,Eulemur flavifrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,Eulemur macaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,Eumetopias jubatus,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
1026,Eumops auripendulus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1027,Eumops dabbenei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,Eumops hansae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,Eumops maurus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1030,Eumops perotis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,Eumops underwoodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,Euneomys chinchilloides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,Euneomys mordax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,Euneomys petersoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,Euoticus elegantulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,Euoticus pallidus,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1037,Eupetaurus cinereus,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
1038,Euphractus sexcinctus,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1039,Euroscaptor mizura,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1040,Euroscaptor parvidens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,Euryzygomatomys spinosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,Exilisciurus concinnus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,Exilisciurus exilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,Exilisciurus whiteheadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,Felis bieti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,Felis chaus,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
1047,Felis margarita,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
1048,Felis nigripes,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0
1049,Felovia vae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,Feresa attenuata,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1051,Feroculus feroculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,Fossa fossana,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0
1053,Funambulus layardi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,Funambulus palmarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,Funambulus pennantii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,Funambulus tristriatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,Funisciurus carruthersi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,Funisciurus anerythrus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,Funisciurus bayonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,Funisciurus congicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,Funisciurus isabella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,Funisciurus lemniscatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,Funisciurus leucogenys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,Funisciurus pyrropus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,Funisciurus substriatus,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1066,Furipterus horrens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,Sciurocheirus alleni,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
1068,Galago gallarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,Galago matschiei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,Galago moholi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,Galago senegalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,Paragalago zanzibaricus,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0
1073,Galea flavidens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,Galea spixii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,Galemys pyrenaicus,0,2,0,0,2,0,1,0,0,2,0,0,0,0,1,1
1076,Galenomys garleppi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,Galidictis fasciata,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0
1078,Galidictis grandidieri,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
1079,Gazella cuvieri,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0
1080,Nanger dama,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,1
1081,Gazella dorcas,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1082,Nanger granti,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1083,Gazella leptoceros,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1084,Eudorcas rufifrons,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0
1085,Gazella spekei,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1086,Gazella subgutturosa,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,1
1087,Gazella marica,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1088,Gazella bennettii,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0
1089,Gazella saudiya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,Eudorcas thomsonii,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1091,Gazella bilkis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,Gazella gazella,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1093,Eudorcas tilonura,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0
1094,Eudorcas albonotata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,Genetta abyssinica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,Genetta johnstoni,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1097,Genetta cristata,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
1098,Geocapromys brownii,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1099,Geocapromys ingrahami,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1100,Geocapromys thoracatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,Geocapromys columbianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,Geogale aurita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,Geomys arenarius,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1104,Geomys personatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,Geomys tropicalis,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1106,Geomys texensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Georychus capensis,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1108,Geoxus valdivianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,Gerbillurus paeba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,Gerbillurus setzeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Gerbillurus tytonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,Gerbillurus vallinus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1113,Gerbillus acticola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,Gerbillus maghrebi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,Gerbillus muriculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,Gerbillus nancillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,Gerbillus rosalinda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,Gerbillus agag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,Gerbillus amoenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,Gerbillus andersoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,Gerbillus aquilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,Gerbillus bottai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,Gerbillus brockmani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,Gerbillus burtoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,Gerbillus cheesmani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,Gerbillus cosensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,Gerbillus dasyurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,Gerbillus dunni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,Gerbillus famulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,Gerbillus floweri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,Gerbillus gerbillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,Gerbillus gleadowi,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
1133,Gerbillus grobbeni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,Gerbillus harwoodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,Gerbillus henleyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,Gerbillus hesperinus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1137,Gerbillus hoogstraali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,Gerbillus jamesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,Gerbillus juliani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,Gerbillus latastei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,Gerbillus lowei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,Gerbillus mackilligini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,Gerbillus mesopotamiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,Gerbillus nanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,Gerbillus nigeriae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,Gerbillus occiduus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,Gerbillus perpallidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,Gerbillus poecilops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,Gerbillus principulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,Gerbillus pulvinatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,Gerbillus pusillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,Gerbillus pyramidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,Gerbillus simoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,Gerbillus somalicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,Gerbillus stigmonyx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,Gerbillus tarabuli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,Gerbillus watersi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,Giraffa camelopardalis,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1159,Glaucomys volans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,Glironia venusta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,Glirulus japonicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,Glischropus javanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,Globicephala macrorhynchus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1164,Globicephala melas,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1165,Glossophaga commissarisi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,Glossophaga leachii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,Glossophaga longirostris,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1168,Glossophaga morenoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,Glossophaga soricina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,Glyphotes simus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,Golunda ellioti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,Gorilla gorilla,0,2,0,2,0,0,0,0,3,2,0,2,1,0,0,0
1173,Gracilinanus aceramarcae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,Gracilinanus agilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,Gracilinanus dryas,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1176,Gracilinanus emiliae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,Gracilinanus marica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,Gracilinanus microtarsus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,Hyladelphys kalinowskii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,Grammomys aridulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,Grammomys buntingi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,Grammomys caniceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,Grammomys cometes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,Grammomys dolichurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,Grammomys dryas,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1186,Grammomys gigas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,Grammomys ibeanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,Grammomys macmillani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,Grammomys minnae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1190,Grammomys kuru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,Grampus griseus,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1192,Graomys domorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,Graomys edithae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,Graomys griseoflavus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,Graphiurus christyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,Graphiurus crassicaudatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,Graphiurus kelleni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,Graphiurus lorraineus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,Graphiurus microtis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Graphiurus monardi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,Graphiurus murinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,Graphiurus ocularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Graphiurus platyops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,Graphiurus rupicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,Graphiurus surdus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,Gulo gulo,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1207,Gymnobelideus leadbeateri,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0
1208,Gymnuromys roberti,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1209,Habromys chinanteco,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1210,Habromys lepturus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1211,Habromys lophurus,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1212,Habromys simulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,Hadromys humei,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1214,Haeromys margarettae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,Haeromys minahassae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,Haeromys pusillus,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1217,Halichoerus grypus,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1218,Hapalemur aureus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Hapalemur griseus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,Prolemur simus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1221,Hapalemur alaotrensis,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1222,Hapalemur occidentalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,Hapalomys delacouri,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1224,Hapalomys longicaudatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,Haplonycteris fischeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,Harpyionycteris whiteheadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,Heimyscus fumosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,Helarctos malayanus,0,0,0,0,2,0,0,0,2,0,0,0,1,2,0,0
1229,Heliophobius argenteocinereus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Heliosciurus gambianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Heliosciurus mutabilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,Heliosciurus punctatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Heliosciurus rufobrachium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Heliosciurus ruwenzorii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Heliosciurus undulatus,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1236,Hemibelideus lemuroides,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1237,Nilgiritragus hylocrius,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
1238,Arabitragus jayakari,0,2,0,0,2,0,0,0,1,2,2,0,1,0,0,0
1239,Hemitragus jemlahicus,0,1,1,2,1,1,0,1,2,1,2,1,1,0,0,1
1240,Herpailurus yagouaroundi,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1241,Hesperoptenus blanfordi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,Hesperoptenus doriae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,Hesperoptenus gaskelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,Hesperoptenus tickelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,Hesperoptenus tomesi,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1246,Heterocephalus glaber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,Heterohyrax brucei,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1248,Heteromys australis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,Heteromys gaumeri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1250,Heteromys nelsoni,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1251,Heteromys oresterus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,Heteropsomys insulans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,Choeropsis liberiensis,0,0,1,2,0,0,0,0,2,0,0,1,1,0,0,0
1254,Hexolobodon phenax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,Hippocamelus antisensis,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1
1256,Hippocamelus bisulcus,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1
1257,Hippopotamus amphibius,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1258,Hipposideros papua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,Hipposideros ridleyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,Hipposideros abae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,Hipposideros armiger,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1262,Hipposideros beatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,Hipposideros breviceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,Hipposideros calcaratus,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1265,Doryrhina camerunensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Hipposideros cervinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,Hipposideros cineraceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,Macronycteris commersonii,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1269,Hipposideros coronatus,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1270,Hipposideros corynophyllus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,Hipposideros coxi,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1272,Hipposideros crumeniferus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,Hipposideros curtus,0,0,0,2,0,2,0,0,2,0,0,2,2,0,0,0
1274,Doryrhina cyclops,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1275,Hipposideros demissus,0,3,0,2,0,0,0,0,3,2,0,0,0,2,0,3
1276,Hipposideros diadema,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
1277,Hipposideros dinops,0,0,0,2,0,2,0,1,1,2,0,2,2,0,0,2
1278,Hipposideros doriae,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1279,Hipposideros durgadasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,Hipposideros dyacorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,Hipposideros edwardshilli,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1282,Hipposideros fuliginosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,Hipposideros fulvus,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1284,Hipposideros galeritus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,Hipposideros halophyllus,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
1286,Hipposideros hypophyllus,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1287,Hipposideros inexpectatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,Hipposideros jonesi,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
1289,Hipposideros lamottei,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1290,Hipposideros lankadiva,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1291,Hipposideros lekaguli,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1292,Hipposideros lylei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,Hipposideros macrobullatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,Hipposideros madurae,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
1295,Hipposideros maggietaylorae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,Hipposideros marisae,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
1297,Hipposideros megalotis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,Hipposideros muscinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,Hipposideros nequam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,Hipposideros obscurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
