id,Species,Aquaculture,Climate_Change,Conflict,Crops,Dams_Water,Fire,Fishing,Geo_Event,Hunting,Inv_Disease,Livestock,Logging,Other_Develop,Plantations,Pollution,Rec_Work
1901,Megascops colombianus,0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,0
1902,Megascops petersoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,Megascops marshalli,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1904,Megascops watsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,Megascops sanctaecatarinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Margarobyas lawrencii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,Megascops nudipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,Pyrroglaux podargina,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1909,Megascops albogularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,Otus gurneyi,0,1,0,0,0,2,0,0,0,0,0,2,2,2,0,0
1911,Bubo bubo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,Bubo bengalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,Bubo ascalaphus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,Bubo capensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,Bubo nipalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,Bubo sumatranus,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0
1917,Bubo shelleyi,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0
1918,Bubo lacteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,Bubo coromandus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,Bubo leucostictus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,Bubo philippensis,0,1,0,0,0,0,0,1,0,0,3,3,1,0,0,0
1922,Bubo blakistoni,1,0,0,2,1,0,1,0,1,0,0,2,1,0,1,1
1923,Ketupa zeylonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,Ketupa flavipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,Ketupa ketupu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,Scotopelia peli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,Scotopelia ussheri,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0
1928,Scotopelia bouvieri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,Bubo scandiacus,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1930,Strix seloputo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,Strix ocellata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,Strix leptogrammica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,Strix hadorami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,Strix occidentalis,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0
1935,Strix varia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,Strix fulvescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,Strix hylophila,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0
1938,Strix uralensis,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1939,Strix nebulosa,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
1940,Ciccaba virgata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,Ciccaba nigrolineata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,Ciccaba huhula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,Ciccaba albitarsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,Strix woodfordii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,Jubula lettii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Lophostrix cristata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,Pulsatrix perspicillata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Pulsatrix melanota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,Pulsatrix koeniswaldiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,Surnia ulula,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
1951,Glaucidium passerinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Glaucidium perlatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,Glaucidium jardinii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,Glaucidium bolivianum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,Glaucidium hardyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Glaucidium minutissimum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,Glaucidium brasilianum,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1958,Glaucidium peruanum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Glaucidium nana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Glaucidium siju,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Glaucidium tephronotum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,Glaucidium sjostedti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Glaucidium cuculoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,Glaucidium castanopterum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,Glaucidium radiatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,Glaucidium castanotum,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0
1967,Glaucidium capense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Glaucidium castaneum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Glaucidium albertinum,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0
1970,Xenoglaux loweryi,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1971,Micrathene whitneyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Athene noctua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,Athene brama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Athene blewitti,0,0,0,1,1,1,0,0,1,2,1,1,1,0,0,0
1975,Athene cunicularia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,Aegolius funereus,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1977,Aegolius acadicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,Aegolius ridgwayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Aegolius harrisii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Ninox rufa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Ninox strenua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Ninox connivens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Ninox rudolfi,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
1984,Ninox affinis,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1985,Athene superciliaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,Ninox ochracea,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0
1987,Ninox natalis,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
1988,Ninox theomacha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Ninox meeki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Ninox punctulata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Ninox variegata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Ninox odiosa,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
1993,Uroglaux dimorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Ninox albifacies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Pseudoscops grammicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Asio stygius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Asio otus,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0
1998,Asio abyssinicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Asio madagascariensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Asio clamator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Asio flammeus,0,0,0,2,2,0,0,0,0,1,2,0,2,0,1,0
2002,Asio capensis,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0
2003,Nesasio solomonensis,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2004,Aegotheles crinifrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Aegotheles insignis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Aegotheles cristatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Aegotheles savesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Aegotheles wallacii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Aegotheles archboldi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Aegotheles albertisi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Podargus strigoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Podargus papuensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Batrachostomus auritus,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0
2014,Batrachostomus harterti,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015,Batrachostomus septimus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Batrachostomus stellatus,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2017,Batrachostomus moniliger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Batrachostomus hodgsoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Batrachostomus poliolophus,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2020,Batrachostomus mixtus,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0
2021,Batrachostomus cornutus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Steatornis caripensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Nyctibius grandis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Nyctibius aethereus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,Nyctibius jamaicensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Nyctibius griseus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,Nyctibius maculosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,Nyctibius leucopterus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,Eurostopodus argus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,Eurostopodus diabolicus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2031,Eurostopodus papuensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,Eurostopodus archboldi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,Lyncornis temminckii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,Lyncornis macrotis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,Lurocalis semitorquatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,Lurocalis rufiventris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,Chordeiles pusillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,Nyctiprogne vielliardi,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0
2039,Chordeiles acutipennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,Chordeiles minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,Chordeiles gundlachii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,Nyctiprogne leucopyga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,Chordeiles nacunda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,Nyctidromus albicollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,Phalaenoptilus nuttallii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,Siphonorhis americana,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
2047,Siphonorhis brewsteri,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0
2048,Nyctiphrynus mcleodii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,Nyctiphrynus yucatanicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,Nyctiphrynus ocellatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,Antrostomus carolinensis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2052,Antrostomus rufus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,Antrostomus cubanensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,Antrostomus salvini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,Antrostomus badius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,Antrostomus sericocaudatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,Antrostomus ridgwayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,Antrostomus noctitherus,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2059,Antrostomus saturatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,Hydropsalis cayennensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,Eleothreptus candicans,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2062,Hydropsalis maculicaudus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,Nyctidromus anthonyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,Setopagis maculosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,Nyctipolus nigrescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,Setopagis whitelyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,Nyctipolus hirundinaceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,Veles binotatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,Caprimulgus ruficollis,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,1
2070,Caprimulgus europaeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,Caprimulgus fraenatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,Caprimulgus rufigena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,Caprimulgus aegyptius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,Caprimulgus mahrattensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,Caprimulgus nubicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,Caprimulgus eximius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,Caprimulgus madagascariensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,Caprimulgus atripennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,Caprimulgus manillensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,Caprimulgus celebensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,Caprimulgus donaldsoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,Caprimulgus prigoginei,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
2083,Caprimulgus asiaticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,Caprimulgus natalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,Caprimulgus inornatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,Caprimulgus stellatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,Caprimulgus affinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,Caprimulgus tristigma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,Caprimulgus concretus,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
2090,Caprimulgus pulchellus,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2091,Gactornis enarratus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,Caprimulgus batesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,Caprimulgus climacurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,Caprimulgus clarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,Caprimulgus fossii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,Caprimulgus longipennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,Caprimulgus vexillarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,Hydropsalis climacocerca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,Hydropsalis torquata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,Uropsalis segmentata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,Uropsalis lyra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,Macropsalis forcipata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,Eleothreptus anomalus,0,0,0,2,0,1,0,0,0,0,2,0,2,1,0,0
2104,Raphus cucullatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,Pezophaps solitaria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2106,Columba livia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,Columba rupestris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,Columba leuconota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,Columba guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,Columba albitorques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,Columba oenas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,Columba oliviae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,Columba eversmanni,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2114,Columba palumbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,Columba trocaz,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
2116,Columba bollii,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2117,Columba junoniae,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,2
2118,Columba unicincta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,Columba sjostedti,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2120,Columba thomensis,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0
2121,Columba arquatrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,Columba pollenii,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0
2123,Columba hodgsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,Columba albinucha,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0
2125,Columba pulchricollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,Columba elphinstonii,0,0,0,2,1,0,0,0,1,0,0,0,2,2,0,0
2127,Columba torringtoniae,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
2128,Columba punicea,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0
2129,Columba argentina,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2130,Columba palumboides,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2131,Columba janthina,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2132,Columba vitiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,Columba leucomela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,Columba versicolor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2135,Columba jouyi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2136,Columba pallidiceps,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0
2137,Patagioenas leucocephala,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1
2138,Patagioenas speciosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,Patagioenas squamosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,Patagioenas corensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,Patagioenas picazuro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,Patagioenas araucana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,Patagioenas caribaea,0,0,0,2,0,0,0,0,2,0,0,2,1,0,0,0
2144,Patagioenas cayennensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,Patagioenas flavirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,Patagioenas oenops,0,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0
2147,Patagioenas inornata,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0
2148,Patagioenas plumbea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,Patagioenas subvinacea,0,0,0,2,0,0,0,0,1,0,2,1,1,0,0,0
2150,Patagioenas nigrirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,Patagioenas goodsoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,Columba iriditorques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,Columba malherbii,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2154,Columba delegorguei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,Nesoenas picturatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,Aplopelia larvata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,Nesoenas mayeri,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0
2158,Streptopelia turtur,0,0,0,3,0,0,0,0,3,1,0,0,0,0,3,0
2159,Streptopelia hypopyrrha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,Streptopelia lugens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,Streptopelia orientalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,Spilopelia senegalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,Streptopelia decipiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,Streptopelia vinacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,Streptopelia capicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,Streptopelia tranquebarica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,Streptopelia semitorquata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,Streptopelia roseogrisea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,Streptopelia reichenowi,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
2170,Macropygia unchall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,Macropygia rufipennis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2172,Macropygia amboinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,Macropygia phasianella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,Macropygia ruficeps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,Macropygia nigrirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,Macropygia mackinlayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,Reinwardtoena reinwardti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,Reinwardtoena browni,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
2179,Reinwardtoena crassirostris,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
2180,Turacoena modesta,0,0,0,1,0,2,0,0,2,0,2,2,1,0,0,0
2181,Turtur abyssinicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,Turtur chalcospilos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,Turtur afer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,Turtur tympanistria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,Turtur brehmeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,Oena capensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,Chalcophaps stephani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,Henicophaps albifrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,Henicophaps foersteri,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
2190,Phaps chalcoptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,Phaps elegans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,Phaps histrionica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,Ocyphaps lophotes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,Geophaps plumifera,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2195,Geophaps smithii,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
2196,Geophaps scripta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,Petrophassa albipennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,Petrophassa rufipennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,Geopelia cuneata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,Geopelia striata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,Geopelia maugeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,Geopelia placida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,Geopelia humeralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,Leucosarcia melanoleuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,Ectopistes migratorius,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0
